,Real values,Predicted values
19647,865000,496393.7237215262
32864,174000,114890.06289496424
49270,895000,601269.831185618
31754,625000,684982.1445273639
23356,319000,403207.469519666
50979,296000,247641.13026462513
52323,300000,306264.2427349057
33392,699000,890192.4479898156
38674,799000,696081.5965093859
53281,335000,295749.6340938439
11118,265000,138267.64840803633
13425,249000,395187.34285958676
21011,525000,324193.32491728367
26137,119900,171231.79337835126
42929,356000,417463.69117863156
25084,799000,1032837.2421416293
42141,299000,297443.3797536446
32766,420000,712032.6755470873
17674,329000,335746.37846926297
25409,295000,309896.927094114
26676,499000,634889.0373438364
18087,1595000,1254659.1920982685
24357,2350000,1031140.9105214165
46976,249000,299311.3831520444
22043,145000,197993.386187983
3822,1550000,1033901.6208743164
28492,595000,586150.105058305
3593,289500,162900.79404543026
12513,700000,768479.2578347761
6486,764000,980557.6763579526
13223,2300000,1670053.2931133448
36588,175000,151386.3637887641
44255,255000,216761.38301893958
46958,239000,264099.442359713
31442,258000,273531.14418579906
106,359000,458915.82964947994
38662,525000,615677.3306025296
25370,275000,671116.9035334869
34688,1990000,1529590.3424745318
19110,225000,166291.93200810172
15917,65000,45544.61863504874
16955,369000,274958.81557361066
42363,349000,385767.192461426
35718,349000,466181.96278987476
16586,995000,1398852.8208864345
1153,139000,69643.51104352565
33757,268162,311448.48610491527
390,299000,435982.7122714376
34180,475000,506908.4553307293
40296,490000,436623.028189688
5858,695000,413480.45590302895
23639,470000,567484.1397668697
39203,265000,210854.87511324708
23058,779000,902042.3174788883
8792,399000,595345.8692143294
26221,319000,244266.24602803373
9105,120000,264029.39336354344
52877,450000,473744.8319047826
11939,350000,378840.73863119923
38626,209999,335914.04041023453
51753,595000,515864.27498270187
21392,569500,580440.2871604194
27376,429000,452888.64973214414
33095,219000,160466.12120800873
42589,335000,213484.4373735761
10609,290000,488023.68304137327
23437,525000,594024.7487346929
16985,375000,428433.0428262698
38340,269000,326685.6320441764
22100,195000,147933.76518687065
52810,385000,286320.0248835342
1643,800000,276036.69215717923
33551,169000,326783.9263064134
45397,275000,229288.9303946537
21561,465000,304062.85928489943
48544,279000,274818.63414329465
52991,695000,576295.487596752
46526,995000,734829.9879938245
3781,475000,447723.4831916474
1122,379000,551421.0981952059
47715,249000,267091.73779878527
17707,350000,145331.16198350303
4012,315000,506817.1270217357
48961,299000,446446.5819771444
1290,269000,259346.61460978922
41628,299999,259983.88126967434
50528,980000,529260.6122269937
15211,1595000,978914.0448264219
43508,399000,466493.5195032416
18454,299000,404907.4654673777
12244,245000,142810.53958924336
51579,335000,244234.46134100872
40950,229000,268421.69218478655
3563,795000,661651.5613476213
49489,265000,481250.8547809122
52544,244750,191438.96282662777
6044,475000,544436.1064632139
37454,485000,712947.1684310904
10484,195000,173539.92610029632
7504,395000,519551.57330317056
38487,279500,270069.13086151244
29975,750000,646263.0470734857
22500,480000,653510.9278005331
12330,345000,238323.8765604761
26295,695000,1132566.6980524587
35587,270000,306793.77260476805
46719,245000,298022.0486518723
3333,379500,284909.76485178934
52704,295000,470661.000639658
45872,595000,559210.3520487256
31843,140000,70874.2816524377
7712,317500,403268.5881491684
9036,680000,1308718.2835378775
28557,549000,537300.0049185834
44293,695000,698811.2394515455
19132,249000,188393.9906379477
38551,230000,305489.5042866366
47642,365000,266705.9879856283
5233,249000,258317.49185070893
25064,749000,930639.3414898074
41247,384900,509645.5125170259
34902,435000,347585.8958907539
43365,634000,817577.5012557132
4682,485000,432603.1856869673
41921,445000,428961.28289297275
44723,295000,463864.6530282837
19233,298000,238367.2080391786
3848,249000,201908.4401198078
14622,155000,236207.57321385213
7782,1950000,1237540.7806777502
30127,649000,652610.0857861054
39675,345000,274799.5477016083
32062,260000,356786.3260239549
1754,339000,270817.6318702365
43006,645000,375145.9376692694
50789,234000,294355.19113522745
18609,495000,427992.354691837
26858,285000,285335.03123679385
38401,670000,385231.18726110755
52512,225000,256064.27610801975
23924,299000,383819.1651778943
2885,450000,480919.5209232807
11141,284000,375067.28191673127
11138,275000,402047.55877610657
10990,795000,795999.323313392
8245,119000,90676.96134523465
9514,279000,354651.4260266568
34569,795000,786402.4595734484
8253,149000,144173.27243674104
39949,310000,383499.3211303322
26692,565000,768573.3655044667
40927,309000,448237.64059860754
29964,675000,591527.954183968
4173,575000,535114.1970006505
26684,545000,671455.7111909664
40506,269900,360406.7894189842
39234,325000,237885.89946640044
30049,214000,217324.962429322
40727,259000,358661.8978672878
4428,1350000,578410.4707439928
15697,169000,136639.97964308027
15448,249000,365649.1566529473
49992,210000,196125.83539324277
48705,209000,153889.12759838148
15994,175000,96612.60445533163
10395,535000,721773.014089586
49261,850000,594767.8270068401
35602,285000,142150.0136588317
35762,374700,260801.53422497748
29227,2465000,1211529.8620225347
33817,290000,207106.6662003499
24856,199000,207563.86810285825
23937,315000,623816.192857123
22120,209900,165434.79438552086
2773,329000,616775.1160796867
18058,1200000,892393.8201869057
17634,298000,399202.97896591364
16934,489000,559146.2842811912
5179,690000,749410.3200824716
14912,395000,453622.93752336834
34047,410000,438318.0432418982
4546,785000,439440.90430459304
52557,245000,607032.8309523826
48834,239000,245961.65215516608
39438,225000,280154.3804533506
504,749000,658781.0508225856
22296,329000,216560.4951442654
41401,239000,472263.7434828168
2594,215000,275727.0126777113
24905,290000,238797.89597423797
12738,285000,391871.37675686536
1038,448000,682512.4393541445
27485,500000,551443.5690277467
38771,300000,563974.4486435312
36055,759000,803796.6173820366
4850,795000,1069625.5649393825
41520,345000,431523.7216348669
27565,650000,753947.4047206817
17070,375000,367837.1140551608
25710,449000,731523.8948010847
20995,479000,617958.9594864293
14799,318000,370296.0966293657
22662,875000,796794.919478944
21545,215000,230984.89482973344
7491,1675000,1392425.2131683202
47538,325000,481919.40530558355
4829,195000,280588.12856011605
42478,415000,341808.6670161459
38388,249000,296508.21089826326
7151,409000,437818.8351214046
38724,398000,343029.63168103725
6560,299000,241554.50543923056
41476,295000,282350.5596720633
1733,720000,418413.78074813983
29334,1695000,848369.8575086792
40229,297000,313252.49213485786
25122,2275000,1577990.7444294738
12047,950000,1194211.1563099658
10742,179000,125729.98277774989
53043,895000,677199.9903261781
14462,449000,406144.40125663724
35667,320000,321921.4161401947
25751,469000,551953.0884657991
34102,435000,282978.3578904548
19603,685000,896401.6083225554
8032,379000,285628.18889455014
47300,770000,439629.5530811079
38398,499000,516644.8165919481
45448,340000,289800.4279456825
26358,450000,546719.1440434828
9231,274000,352884.2307437779
22262,309000,460335.8625398936
15481,224999,277194.37912156706
24546,398000,432440.7585601876
27968,189000,71067.97136003705
7986,185000,417345.1481528714
2104,159000,170982.17000840732
40329,550000,583813.6276850586
16256,369000,586734.4330349414
52746,315000,497687.692325077
31862,159000,110154.11050743115
35815,399000,455136.95650182886
31129,435000,378480.9849339052
47328,945000,651696.0791448086
26847,175000,211027.38064479234
36491,109000,149408.62120811187
37405,439000,584513.3472368733
1999,349000,439556.5387956742
34836,399900,684785.2601486952
16865,250000,229564.08350085543
36655,325000,484982.4621657098
17907,549000,515321.0758597724
48039,449000,455052.5651272547
28193,299000,603011.437783407
11312,599900,921137.727443602
40719,453000,437634.19036230777
8292,225000,359923.34013173566
44793,450000,344415.03192145366
48386,229000,349720.0360999588
22711,1249000,1133222.3472647027
47829,235000,236492.6801031095
23173,298000,398176.85732088337
14846,339000,720509.3171536615
19293,329000,500119.55540338473
13003,265000,639532.9283315656
49965,325000,461789.24460218195
4299,429000,346122.3850086014
2766,649000,506557.0130428805
24266,875000,1214379.0835339434
18791,469000,469648.3239926284
47593,445000,525409.4984239221
4114,1595000,1682320.755249715
47737,235000,429469.99258931493
37876,149500,210737.35253985832
8884,333000,569931.4635103573
25865,595000,628972.525099875
18785,449000,553362.7487036262
14934,399000,494030.783358498
14601,125000,140088.4340759301
7795,299000,376223.1029459368
40000,995000,475703.6284321508
10117,269000,274488.56367986905
6439,1295000,1187813.0581232554
50302,350000,340713.70725683577
41620,295000,339222.79375032545
17830,450000,305313.39543340483
4309,129900,132217.76677191793
9362,589000,691341.7750921668
14791,299000,183414.75889080303
29287,350000,407600.73473866144
25596,386700,429226.3286205212
43233,239000,232144.58393552178
43085,690000,528698.4004043859
27575,669000,492591.0142700976
15248,495000,504617.3106369779
38182,650000,540404.6094895019
10393,535000,721773.014089586
2441,875000,669757.434624905
23180,495000,547803.0117217157
4017,399000,216757.0155755602
51504,295000,317266.6046124011
21781,465000,714789.532306352
17927,575000,507952.03820486553
13777,649000,704708.4668241524
39113,469000,547986.171036802
39011,210253,167343.93115403113
17291,415000,446342.54633122875
4526,539000,462459.2010923469
38827,335000,477198.1319999127
15531,205000,172464.2814553593
46772,585000,743949.6446162728
5045,329000,444892.1476643677
44173,740000,499196.2008428634
35015,169000,212329.76629216896
17283,1950000,1127974.9564978762
34390,719000,575277.9260146974
41918,209000,282458.45882960066
24349,1990000,1638622.4310522536
31553,450000,802226.3973842597
5430,295000,282921.21196522936
3139,580000,333386.4065155339
49933,795000,876379.7462897379
17126,235000,469961.1853168638
20572,179000,175713.96604512277
11234,395000,348880.14065178775
32998,395000,599871.9064603235
34011,398000,589942.2350804892
24516,360000,461545.8665802132
73,380000,199276.8965667157
51392,249000,267443.2905856394
36575,119000,133195.74036554008
10767,259000,250339.90101002017
51517,295000,311677.0165003548
20888,387000,255463.0230925257
37664,850000,840550.1330000442
18313,520000,271710.96859348065
52342,395000,327413.7798443247
34589,135000,64713.701858962246
7934,429000,533278.147700254
13986,389000,523463.44009001146
27238,330000,254324.8307105848
50786,320000,299787.4093523958
17609,280000,166858.76878639677
45130,615000,536511.5821467615
52172,650000,688877.8468009301
6503,560000,855059.4962398584
1742,735000,595466.3861921078
6540,259000,343955.49272905313
51293,210000,271927.1498581335
45591,900000,634407.0798445146
30162,99000,17481.297341195925
294,285000,193544.15734082472
4083,229000,273750.63959872397
27338,399000,405588.1219497646
48432,279000,311752.9402348583
26679,499000,634889.0373438364
23978,359000,384429.8712333869
30,199000,139957.3790528552
45255,695000,542948.7203127547
38447,249000,306386.7717550666
23957,349000,510809.37823746906
52343,395000,327413.7798443247
47164,375000,342497.07873775245
42692,515000,624148.2514256843
40799,330000,347917.4569652915
31503,365000,395311.3497024872
3859,309000,321639.8332399405
43572,299000,426882.7262130822
33930,365000,602689.5327797963
17836,465000,350610.6191192399
20696,265000,330199.9904713322
45466,365000,411262.6251472463
27432,475000,770071.0823549377
14180,299000,532671.3884641654
13377,209000,215641.62336688922
45315,239000,252780.1315612186
9756,220000,321712.11921976006
36738,540000,386571.43743881973
43910,215000,209557.63331048377
41186,245000,193865.58004321659
23482,795000,891997.0226852563
1009,689000,694686.4838387268
41446,269000,346009.09962789796
14614,149000,262094.2396622883
30229,189000,59379.658664593415
4242,775000,841279.3882786768
26943,159000,236113.71516432601
10299,790000,802276.3788616026
7790,2185000,1490593.2226830123
32500,545000,790165.3831952268
34834,495000,745948.5301747113
27453,490000,336309.5929941197
20896,395000,504157.95984954084
5652,434000,451087.52166800684
40021,275000,357899.9820411358
33348,475000,505435.4061975608
35019,169000,240841.41966927913
46136,239000,265384.0930903895
46135,239000,242213.23897687858
33245,280000,271921.9414159843
51640,389000,630084.8300194412
51411,250000,138194.207341858
32669,1690000,1359681.9093316013
35097,275000,227941.7649160948
4698,199000,164351.2572096052
29516,385000,501873.9200543884
33540,160000,233466.5673771073
4510,350000,583375.2383843212
16042,199000,207865.35111897468
32993,345000,427583.17991662235
8190,679000,596766.8832427819
42667,375000,451796.0244993981
28249,379000,502047.55924351345
2675,249000,293687.5893811871
15688,116000,135163.26688701898
2182,280000,326502.8094057188
21947,99000,243237.10698473192
45468,369000,282206.2091531709
10006,1200000,1038657.9451601389
50042,220000,231099.11152756086
7148,409000,437818.8351214046
8584,875000,1012072.7784269685
13437,259000,187861.72454411368
3882,164000,213181.53668501246
22304,345000,420879.90489896067
50008,215000,287382.0682556144
35449,185000,71013.42131487309
35992,595000,381388.97663377144
28662,215000,438855.9106623178
25779,499000,574778.8108172754
44051,349000,326299.4995742962
26000,995000,798147.1726056742
22542,529000,678086.751879626
37035,195000,231256.94201584972
33716,249000,358713.6068118792
40664,790000,593327.077065149
21002,519000,347337.73670718644
40307,375000,311850.87917055615
25675,430000,611931.0157921492
25504,340000,385920.50169439265
9193,195000,296878.6037088591
18222,1045000,1082745.1654394576
47210,465000,338326.8028851807
1975,275000,285355.68635436025
8569,430200,514266.46114608226
2051,669000,902553.1826469322
28600,169000,271736.77795952547
13355,179000,256780.8090845263
7414,370000,493977.6284843743
38131,215000,291158.8385988019
19248,309000,468017.8035041062
45829,285000,286785.0342538073
30787,750000,992073.2644396352
7932,429000,533278.147700254
8222,1245000,659562.5907678817
52197,320000,394029.65543111716
40931,289000,467963.6763684596
2799,225000,364642.1831906889
15780,595000,382373.1330609522
7910,185000,194196.27223967604
44432,319000,343508.24091037223
52918,519000,583980.8318853241
32330,398000,486835.4379085638
33347,465000,386366.1425732801
35131,310000,373946.930468869
48873,255000,332608.5824423517
2666,179000,174817.76428339764
51795,795000,689661.1587150886
49861,315000,267289.1988601494
8715,378000,353537.1124207822
42891,285000,238438.20277860772
30471,334500,270039.7878414261
4480,379000,490612.31957832165
7176,134500,124134.5121048686
19367,395000,655096.8274294176
1570,299000,293350.9426532492
11027,169000,126516.06341850979
21407,239000,221559.4342693982
22669,895000,720348.3799008646
15783,595000,382373.1330609522
3354,449000,338126.0907067044
26073,1975000,1021990.842116351
20729,278000,299846.33262296097
2705,185000,189984.95554507693
4106,690000,565952.7772216486
2712,270000,171676.13206657307
34728,295000,334579.0930267079
18347,395000,298664.3446257467
27111,255000,132115.18666841742
39586,365000,308092.76286031806
32853,395000,420096.03494462423
27056,225000,240373.014847904
9386,980000,570928.7089756433
50863,298000,335408.4593239246
16206,315000,440248.5631748611
32325,395000,509182.2269522218
40187,385000,570103.0012484794
765,320000,383788.0752544364
9197,199000,191942.52369147004
40981,695000,417893.2789477029
31812,105000,70930.60381672403
43614,399000,591011.0027667877
16049,209000,216832.48526223475
34816,315000,385024.63150836696
19212,295000,420093.9345828095
4253,350000,333800.8009941905
14094,375000,260374.3458941484
23469,649500,678987.3772165078
44455,395000,560423.2517319556
12370,389000,342551.2480087261
24900,290000,178397.80154733593
35145,349000,184084.7601763616
25955,789000,1148002.5190347119
52899,478519,373322.13578882266
29515,379000,442157.6953149408
10793,395000,586865.4763588533
17793,425000,398401.6565182605
47407,359000,306593.46049010137
38468,745000,561562.758910332
20636,229000,237769.75548350863
218,280000,430751.78313718975
53215,225000,290185.1512470066
42693,515000,624148.2514256843
49018,335000,296527.4547366345
9709,355000,506089.8955187353
13694,499000,623914.5862691836
35002,99000,21150.803220042086
16832,450000,353053.46842433664
42880,220000,306356.94661861117
15280,279000,561970.3583585148
42986,560000,339127.1891269904
19473,475000,508202.71674289077
892,995000,1027965.2548195911
48735,205000,55052.49334821431
4567,219000,259564.47586699956
24810,279000,325711.614335068
52312,299000,377342.07400484727
23792,220000,484873.8848730628
8205,549000,563088.3154441135
6941,495000,456832.237953262
35343,715000,708785.5520770944
31398,160000,98435.94894190168
20072,230000,94142.16859995108
33525,130000,13310.736620838812
35831,415000,330838.8810320568
45931,325000,682962.9900929427
9452,310000,184859.29003988375
42374,385000,356353.0078311773
31836,135000,164713.52213647007
51580,339000,438727.0442402628
29719,250000,736515.9132331621
763,625000,573189.0226303742
35188,449000,466275.60943585145
37009,180000,133945.76192387106
857,210000,429780.25036285975
10741,179000,125729.98277774989
28355,499000,453787.826154408
49916,489000,546256.1228299546
27377,429000,452888.64973214414
45288,215000,432959.2511561421
37084,219000,170817.30885160243
42987,560000,339127.1891269904
29509,138000,41974.07136722747
23663,55000,-14867.409740886593
15526,498500,505805.38727542583
46234,289000,291107.2840788807
41303,339000,315691.92608782626
4874,215000,144923.010296182
39309,325000,464683.2099849314
189,229000,273445.19297653803
14578,349000,289348.30173699214
3161,215000,238113.82939004185
44560,300000,335752.7277154499
31406,195000,115375.46373035654
45925,249000,259777.19253463965
22106,199000,135199.62568485888
39020,435000,391128.9696414437
23379,349000,457759.8876019422
10634,385000,586159.3373620573
49135,425000,506013.1308337359
53268,279000,226846.63261077768
23301,235000,157973.8127190072
41534,295000,374967.7444125031
47036,269000,346336.083740299
21419,795000,987310.4386383842
19385,398000,454919.0668227647
52321,300000,306264.2427349057
44296,225000,223602.34478134583
44483,695000,416002.1440272496
43657,795000,693048.2396847808
27516,549500,501608.6014994191
41503,325000,233392.90270835132
15609,150000,113593.39059986902
29723,250000,435841.4078536727
4633,690000,729917.8940880268
48971,299000,251602.87722305517
27519,549500,501608.6014994191
36686,395000,430945.68861782557
4258,430000,282912.40331168496
26715,598000,637741.9231216104
5626,129000,147214.36431572033
28200,299000,408819.6713165591
43640,550000,509716.01775397646
48533,495000,358372.14635960315
25880,650000,821252.810912607
31829,125000,110238.92233778525
10861,845000,836157.4546160806
6896,475000,748435.1282165637
37683,899000,1087140.7250606592
5297,355000,466396.9119140009
53480,270000,214306.63859902055
26812,1395000,1432460.4403555878
32536,575000,599138.2208821713
41507,685000,400266.1447938348
19676,1125000,947060.6501152948
3776,449000,869139.7545473089
16399,495000,529785.6544687821
6198,170000,200777.01758878314
39800,385000,411782.67437122227
51930,209000,191042.71475124126
9879,285000,287845.6199778557
29145,679000,567605.2236287547
31209,290000,362146.92230029433
37508,549000,757024.2307273167
37295,330000,310398.0399628973
50521,975000,724744.7384019864
4523,479000,628978.6187643879
53285,210000,287405.94105660013
31415,199000,115496.57555603003
48916,275000,285957.9128644046
42742,300000,334266.6017335085
8121,749000,794523.026171746
21476,349999,272548.6335175848
47158,349000,259502.2382771725
1567,1099000,574529.6287527414
36205,339000,399676.96496795537
17345,579000,398133.2748035396
50114,249000,223821.62458846753
30263,219000,537329.4996039163
11609,359000,326883.30447525176
39754,640000,704574.2392183102
5023,399189,551938.3494840155
18435,349000,490929.08768282493
30750,650000,449305.92269037757
29283,295000,192392.07185864425
27975,198000,191359.50909961917
40263,325000,298816.6148736464
34713,325000,551101.3009654158
39900,265000,341171.45909068926
9541,665000,689722.5529499992
30776,699000,498349.5068181119
21872,1945000,1111354.6409402257
19227,295000,211987.7162897591
22481,449500,339301.17748787324
19316,369000,358503.2995989655
48748,215000,251339.3816195274
28851,348000,598620.2320944244
32724,795000,722939.904044085
48090,595000,450692.83283772407
13737,570000,490549.2338443324
39693,449000,384914.1424144399
1896,579000,579607.9541534357
12379,395000,667540.7518471426
26750,785000,1029933.4615504432
22701,1150000,2688612.1784303347
22665,895000,989458.3936895737
49856,309000,246247.55939827304
13422,239000,163874.37784856203
15299,549000,335043.03835697286
9857,230000,285893.52061447996
41739,245000,213015.55274450674
40870,485000,681941.9757945226
20877,375000,407252.9046192548
20854,355000,408789.9213088399
11692,2265000,1305215.353671313
35787,379000,559892.4783897948
24967,399000,302880.9487188015
17983,695000,908107.9165664087
36489,109000,149408.62120811187
38028,480000,349815.95874083624
15831,795000,873745.4719784209
8693,630000,830932.9745538635
10420,249000,213641.81134680135
3050,229000,280953.140463425
14241,445000,436064.0151116814
33690,235000,118059.37486974389
4457,250000,195750.85705792537
36124,1375000,916560.890600426
20447,215000,275220.86283568374
38652,675000,578381.9480604427
26515,199900,326330.23611369135
3607,660000,525550.1557529956
30902,275000,336452.4510733506
37494,529000,722205.6101362805
14762,287000,415132.9727082755
50456,575000,548133.8696079066
10789,393000,547614.2873555326
20782,310000,338619.2459757005
47085,295000,418901.82650593005
35852,430000,737796.6953152742
27255,349000,387050.30293685576
9481,350000,489867.76921386877
7530,475000,491220.403023001
51223,1200000,939765.9404010188
42201,439000,416636.56978922884
34795,109000,213576.8997097896
19038,169000,289815.05809394846
38593,295000,364729.0392440577
24426,199000,261604.97880549185
39642,299000,442939.194540813
32921,369000,207290.67654536432
53506,300000,205989.3915106245
1379,435000,510494.0939003208
24465,349000,350442.83029510395
20529,155000,138540.18337136763
7696,359000,368049.8080297141
23284,199000,264412.6007067303
10556,239000,356972.69854208385
39550,415000,434844.58347912127
744,315000,274392.3644035881
32871,250000,162677.5067803114
47462,259000,262865.3811530567
20595,199000,164476.1556653203
51124,339000,434543.36680477293
2331,599000,409878.16192968603
14179,229000,188712.3851499661
35813,399000,455136.95650182886
30280,239000,193096.89674912754
51319,220000,248659.91006066973
33358,479000,455768.2741101841
35050,220000,300210.7923800368
5327,349000,254172.30049005646
44123,439000,575866.001015244
23106,59000,-54342.55108009657
464,379000,356312.4632712672
25148,209000,91344.01455373102
30370,279000,276525.0475653317
47470,845000,608473.5808940738
29773,299000,484151.11701233115
53393,225000,230448.54426321253
16346,435000,416783.2563403756
11009,149900,-5846.891352974344
34154,450000,548482.6172289025
38713,289000,234559.75977755274
8719,379000,409713.43222329917
34957,1600000,965647.5624744593
8212,695000,541674.6657285012
13475,290000,473281.74232037185
10255,565000,579100.5536275306
53479,265000,285396.12937761634
16617,1495000,806076.3399540293
45814,225000,365915.8426652746
22646,799000,1111974.2690723187
46769,495000,675759.240384487
39978,375000,362815.1716486699
19199,285000,222493.40755099372
1506,410000,511852.4795571052
44496,388000,585421.5818270153
18507,295000,379932.61723144597
14294,695000,498139.0049282771
11011,149900,-5846.891352974344
23656,1195000,611195.7877652198
17294,429000,349622.90695160837
33295,349000,604890.4766535709
10654,1280000,1127032.6229366024
10165,349000,446650.6030926007
2466,249000,612910.3370904971
39597,885000,375243.8766049673
33198,195000,356510.97960148193
34755,325000,371095.753554081
19373,395000,274685.8024404648
47038,269000,346336.083740299
30995,1975000,1497721.6047016687
15752,385000,312549.30806222756
30783,749000,988464.7058712821
19170,265000,471086.6115920854
44354,545000,436193.44042061665
42697,525000,516429.7005677228
48158,985000,643557.1605809715
35121,290000,334429.681017247
8943,285000,206839.94766292628
15777,595000,382373.1330609522
33524,130000,13310.736620838812
44268,235000,272987.4744227685
33965,385000,607235.5934814832
6937,469000,483071.6575648702
22245,299000,254906.54258571577
29031,435000,485091.3645580072
39613,245000,335950.8840881082
49121,412000,373401.04695066204
29436,449000,571407.9225374478
51708,465000,516537.7423864461
26961,179000,208953.7314713675
34583,599000,731341.3623902961
10190,398000,299535.89507459314
10341,1550000,1088754.7140273997
26605,365000,246492.21734407163
35761,374700,260801.53422497748
13104,275000,239949.80182763384
17900,549000,921729.4082873123
5482,625000,610122.3138189015
25477,325000,387570.7037946611
45636,270000,206624.7303217193
5633,450000,419354.1681795871
22835,295000,470187.0920784776
506,749000,658781.0508225856
14291,695000,498139.0049282771
40952,235000,172110.3163372674
40509,385000,297985.80451782816
22976,199000,124999.66518240492
44701,289000,426811.16046418215
43275,295000,246117.75595424502
1464,239000,228432.6283733227
19075,199000,211056.0711049014
14731,258000,262187.6637951295
43123,285000,479237.4895773251
3004,395000,477871.1595234826
18692,249900,375492.9820926623
8701,289000,370390.2434595984
25684,432700,414486.68109579623
3541,440000,348003.6885100274
51477,286500,245994.90461278026
44371,220000,251132.69288449266
18167,329000,570606.0803499239
42604,229500,211609.46201030398
1611,379000,390406.2061579947
46974,245000,325116.5209970517
11554,180000,200391.86058790144
37968,299000,290623.0230156711
23833,248500,316846.6673211951
31697,369000,536261.413709549
46327,360000,410691.1802473292
5089,399000,358587.18957464246
5127,415000,437453.2935170227
18252,689000,651888.9283229639
2954,445000,381642.2087533641
29795,315000,132109.44176332513
21762,415000,727540.4085886786
11842,349000,391991.16601447325
6810,327500,483924.0873286835
34083,429000,562910.849398216
26777,1395000,959204.9529114489
51350,230000,281137.37856118823
35146,349000,184084.7601763616
44102,415000,575237.9740152308
15973,169000,122296.14298716403
9291,398000,501443.3297880904
11736,950000,968716.1846261931
22034,140000,384292.06874932523
42359,300000,393374.35500911326
13542,349000,436283.7114266867
8543,775000,697792.9814280565
48530,495000,634129.349016666
27320,395000,298378.3546034494
53228,595000,641418.0038511648
10997,120000,134238.03867636283
30401,295000,338644.50401263067
2315,180000,237129.84817226938
7856,250000,102261.97539837298
27216,319000,188563.44913070474
46134,239000,242213.23897687858
50508,925000,518135.92233660206
26284,449000,489233.1377466481
1094,445000,544523.3179148306
5028,675000,579325.6657933024
52107,345000,213230.79391031957
51555,315000,208727.9621269217
23680,109500,33059.82084037585
46159,249000,392127.08219499217
33984,395000,276340.5880519361
52001,275000,406938.17886410747
40283,288000,257524.3120547551
27102,249000,210941.49179103397
15545,575000,744379.3831300016
42592,212500,216296.33457691898
44724,295000,251729.83241120935
29680,225000,224641.80748714495
14638,169500,142800.21230350516
51318,220000,248659.91006066973
52902,490000,561485.459754359
37540,580000,584908.1263705569
44827,750000,589262.3382595358
23254,150000,45113.50419544673
28791,292194,206344.52525047265
4562,129000,176578.9743054271
36746,545000,833851.7781528225
5212,625000,785049.7630775792
16587,995000,1398852.8208864345
13724,549000,730570.1270479482
17683,335000,254661.43815852795
29350,345000,184005.81631751114
44037,345000,447261.44436588645
12363,379000,517852.3296789054
30306,249000,270234.15108052484
29704,249000,470867.4790823745
53035,799000,398703.51782263786
9492,254000,97244.37642511225
48538,680000,716100.2387518394
9684,525000,395267.9601051679
41981,499000,465438.0270235112
10704,245000,322020.6380414319
742,299000,318868.05528265
51321,220000,406634.073971954
12864,85000,23358.91679468687
34841,550000,777368.502895734
41428,599000,616152.4875748309
43859,399000,374386.71721107716
37999,245000,413011.23467136564
42419,795000,667708.4444452947
23738,169000,193354.83485837426
22507,485000,633602.0162688673
42858,275000,202004.49860705365
33673,225000,453909.0362282623
45103,490000,721863.2385186041
30454,320000,382529.60394778324
3648,70000,67818.62645216438
29817,365000,364478.8637889917
18340,27500,-27458.74770149117
2279,395000,448224.70595582854
10397,695000,1161202.654296884
43813,665000,608473.5808940738
37362,399000,542399.9216332403
41725,225000,400578.1047175691
47696,395000,268665.22459769505
39906,307500,548712.2334081767
49173,499000,468953.31295785843
16298,385000,379198.6373186505
21682,260000,224031.95212023729
38407,765000,552713.92093719
7987,185000,417345.1481528714
41699,495000,358822.53133836534
9575,389000,399648.5730926568
9817,896000,928166.4317335626
47560,250000,322478.5535265779
28222,349000,617322.6606527426
27155,275000,279357.3487001909
31012,1080000,865506.7509345664
30772,695000,956661.3389289503
23329,269000,456679.91639951494
27070,230000,392361.5843734123
19305,355000,406589.0963492245
1104,175000,117243.57530094101
3522,220000,248451.01203340944
26065,1750000,1433842.811665473
19493,499000,642982.0258213233
40701,305000,330628.45766499755
51917,615000,457804.68954598403
6370,350000,148161.87043018674
28299,415000,494579.1273548536
43740,895000,712339.6106680096
50126,249000,293219.9593585082
52089,319000,358966.0394772931
11921,329500,451220.801062204
42821,275000,332339.53216359805
45214,229000,306384.21344329877
10104,250000,307532.5182352989
32199,320376,209779.54214249636
38154,699000,647373.829319735
11470,448000,467754.38743976905
45444,335000,289800.4279456825
51560,325000,277184.5685385883
20488,99000,96481.47037155076
21595,465000,543849.9887240937
9815,424000,539712.077828924
2522,435000,660830.9392553929
34,639000,495764.26445520564
5387,129000,153976.9913196069
6372,990000,537742.6754292086
5472,545000,637630.5767481773
23490,895000,946876.0742264965
4462,290000,206515.43040748872
19324,372500,263536.0417046403
26039,1350000,1261494.1904042356
52886,475000,583015.2389159342
10071,199000,235750.38863293853
2163,349000,496860.24357605865
52615,269000,335453.68813770864
7403,349000,346460.55434746185
24928,325000,506715.33691249695
4977,195000,143352.31793872325
22011,89000,31502.17036480864
37061,200000,213451.50275313592
49256,850000,495693.77579902555
28759,283300,259611.04899456125
43587,325000,393875.6869112545
16287,375000,206911.12396383774
24486,795000,713888.1189196213
53144,267000,206313.34548105195
12731,850000,879271.2184637733
3036,220000,290147.05166184553
43170,625000,637288.579727897
41328,250000,242121.78606138125
4553,1190000,1131896.3250123956
36632,270000,454502.9208270759
44384,235000,341470.3514419644
12083,2200000,2374919.7582606943
20260,299000,224104.28041285707
27866,1250000,1351470.97514212
